County GEOID,County Name,EnviroScreen Percentile Score,Pollution and Climate Burden Percentile Score,Health and Social Factors Percentile Score,Environmental Exposures Percentile Score,Environmental Effects Percentile Score,Climate Vulnerability Percentile Score,Sensitive Populations Percentile Score,Demographics Percentile Score,Air Toxics Emissions,Air Toxics Emissions (percentile),Diesel Particulate Matter (µg/m3),Diesel Particulate Matter (percentile),Drinking Water Regulations,Drinking Water Regulations (percentile),Lead Exposure Risk (percentage),Lead Exposure Risk (percentile),Noise (dba),Noise (percentile),Other Air Pollutants,Other Air Pollutants (percentile),Ozone (ppb),Ozone (percentile),Fine Particle Pollution (µg/m3),Fine Particle Pollution (percentile),Traffic Proximity and Volume,Traffic Proximity and Volume (percentile),Environmental Exposures Raw Score,Proximity to Hazardous Waste Facilities,Proximity to Hazardous Waste Facilities (percentile),Proximity to Mining Locations,Proximity to Mining Locations (percentile),Proximity to National Priorities List Sites,Proximity to National Priorities List Sites (percentile),Proximity to Oil and Gas,Proximity to Oil and Gas (percentile),Proximity to Risk Management Plan Sites,Proximity to Risk Management Plan Sites (percentile),Impaired Streams and Rivers,Impaired Streams and Rivers (percentile),Wastewater Discharge Indicator,Wastewater Discharge Indicator (percentile),Environmental Effects Raw Score,Drought,Drought (percentile),Floodplains (percent),Floodplains (percentile),Extreme Heat Days,Extreme Heat Days (percentile),Wildfire Risk,Wildfire Risk (percentile),Climate Vulnerability Raw Score,Housing Cost Burdened (decimal percent),Housing Cost Burdened (percentile),Disability (decimal percent),Disability (percentile),Less Than High School Education (decimal percent),Less Than High School Education (percentile),Linguistic Isolation (decimal percent),Linguistic Isolation (percentile),Low Income (decimal percent),Low Income (percentile),People of Color (decimal percent),People of Color (percentile),Demographics Raw Score,Asthma Hospitalization Rate,Asthma Hospitalization Rate (percentile),Cancer index (percent),Cancer index (percentile),Diabetes index,Diabetes index (percentile),Heart Disease in Adults (percent),Heart Disease in Adults (percentile),Life Expectancy (years),Life Expectancy (percentile),Low Birth Weight,Low Birth Weight (percentile),Mental Health Indicator,Mental Health Indicator (percentile),Population Over 64,Population Over 64 (percentile),Population Under 5,Population Under 5 (percentile),Sensitive Populations Raw Score,Health and Social Factors Raw Score,Pollution and Climate Burden Raw Score,EnviroScreen Raw Score,Shape_Length,Shape_Area
8119,Teller,37.5,50,37.5,73.4375,50,18.75,51.5625,21.875,0.104697083,46,0.016122398,28.125,72.54901961,72.54901961,0.104751216,21.875,33.11724254,59.375,0.285116346,67.74193548,50.10990411,90.625,5.195801027,42.1875,79036.33536,54.6875,49.32004372,0.030052151,22.22222222,15.35544835,69.84126984,0,0,0,0,0,0,49.20634921,19.04761905,838.6320879,56.4516129,35.94215942,22.22222222,6.25,0.034950549,20.58823529,24.75,35.9375,1647.19579,96.875,25.87108718,0.318297101,75,0.137597922,57.8125,0.029548748,14.0625,0.002445652,10.16949153,0.208967954,21.875,0.155989983,20.3125,25.50895717,20.467,44.64285714,59.375,68.75,23.4375,23.4375,34.375,31.25,81.24285714,30.64516129,13.242,85.48387097,16.6,34.375,0.236569998,73.4375,0.037886744,21.875,40.96944509,33.23920113,40.11333351,26.45630615,1.8207356,0.150300616
8061,Kiowa,35.9375,3.125,65.625,23.4375,29.6875,4.6875,90.625,39.0625,0.002644944,12,0.022134179,42.1875,94.11764706,94.11764706,0.518195051,96.875,34.99158288,71.875,0.0003294,4.838709677,43.43292055,9.375,6.157632877,70.3125,21403.85275,23.4375,30.78041578,0,0,0.664439781,28.57142857,0,0,3.132399951,39.53488372,0,0,96.82539683,84.12698413,0.207236784,8.064516129,29.58738031,45.21072797,50,0,0,21.75,6.25,39.02467813,14.0625,16.37963371,0.286751361,50,0.096431283,25,0.088172043,57.8125,0.029038113,71.18644068,0.393318147,81.25,0.082405345,3.125,33.06235151,20.502,46.42857143,77.34375,96.875,66.40625,65.625,89.0625,90.625,78.2,83.87096774,8.14,14.51612903,20.5,98.4375,0.218262806,67.1875,0.091314031,100,65.28341706,49.17288429,26.88196139,26.22868467,3.617122484,0.47725187
8007,Archuleta,34.375,26.5625,43.75,7.8125,20.3125,85.9375,23.4375,60.9375,0,0,0.013190961,17.1875,7.843137255,7.843137255,0.057762486,9.375,30.64521536,25,0.002615077,14.51612903,48.78713096,70.3125,4.63433863,10.9375,29319.40619,25,17.50529386,0,0,0.598969727,23.80952381,0.001580252,3.571428571,65.58971787,67.44186047,0,0,55.55555556,25.3968254,3431.827253,69.35483871,25.1695635,67.43295019,96.875,0.055165689,29.41176471,34.75,85.9375,883.4797001,89.0625,68.3364791,0.365458348,96.875,0.155540621,71.875,0.054814246,35.9375,0.004356919,20.33898305,0.304682249,57.8125,0.242653046,56.25,50.48183788,9.653,17.85714286,41.40625,21.875,22.65625,20.3125,55.46875,53.125,81.5,24.19354839,8.614,27.41935484,16.3,26.5625,0.270412318,87.5,0.041972019,34.375,30.42518357,40.45351072,32.12915758,25.78964903,2.777485915,0.356264288
8037,Eagle,32.8125,68.75,23.4375,54.6875,78.125,60.9375,1.5625,51.5625,1.140770766,70,0.027382396,53.125,31.37254902,31.37254902,0.037998427,4.6875,30.93033058,29.6875,0.821720359,79.03225806,49.9725589,89.0625,5.185574144,40.625,138340.7769,68.75,40.88448774,0,0,10.0477349,68.25396825,0.142916056,53.57142857,0,0,0,0,66.66666667,39.68253968,2646.803811,66.12903226,55.65615375,37.16475096,26.5625,0.169599425,44.11764706,34,79.6875,272.2164978,57.8125,48.20291589,0.394891456,100,0.062378378,6.25,0.076036694,46.875,0.040977893,83.05084746,0.226920646,28.125,0.357861635,71.875,41.23879429,3.06,7.142857143,23.4375,3.125,20.3125,15.625,12.5,6.25,82.28333333,11.29032258,8.936,40.32258065,16,18.75,0.136442049,9.375,0.049308176,62.5,13.04010323,27.13944876,46.40701128,24.99047425,3.158049937,0.459671322
8073,Lincoln,31.25,14.0625,45.3125,42.1875,7.8125,14.0625,57.8125,42.1875,0.008557623,18,0.028016509,54.6875,13.7254902,13.7254902,0.418879056,84.375,34.72556872,68.75,0.017548915,32.25806452,45.70368356,21.875,5.984334247,60.9375,43549.67963,39.0625,37.05295806,0,0,0.237350574,9.523809524,0,0,7.814210475,48.8372093,0.008139526,5.128205128,87.3015873,61.9047619,2.162761428,14.51612903,18.45951819,47.12643678,56.25,0,0,24.25,31.25,19.41988704,6.25,22.23058315,0.260665973,28.125,0.150425733,65.625,0.112538663,78.125,0.001560874,5.084745763,0.291347992,46.875,0.248074512,59.375,35.61456718,12.255,25,60.9375,75,55.46875,56.25,74.21875,78.125,80.8,37.09677419,8.922,37.09677419,17.4,53.125,0.17284614,37.5,0.045316138,43.75,46.35529793,40.98493255,28.69900436,23.33892943,3.90098113,0.696476725
8047,Gilpin,29.6875,46.875,28.125,60.9375,75,7.8125,20.3125,35.9375,0,0,0.019700583,34.375,0,0,0.186575654,43.75,34.5902206,65.625,0.004375648,16.12903226,51.28754521,98.4375,5.837280822,56.25,32147.48811,29.6875,42.76691016,0,0,2.084024634,39.68253968,4.575729451,92.85714286,0,0,0,0,80.95238095,55.55555556,122.8782805,43.5483871,54.64225156,16.85823755,1.5625,0,0,26.25,43.75,828.0455056,85.9375,18.04375547,0.335085875,84.375,0.119683141,46.875,0.055603263,37.5,0.002453558,13.55932203,0.216435986,25,0.156079235,21.875,32.12812617,8.606,14.28571429,45.3125,31.25,26.5625,26.5625,28.90625,25,81.8,19.35483871,12.5,83.87096774,16.2,25,0.159494536,28.125,0.034494536,20.3125,26.69014273,29.40913445,39.55495684,23.08197858,0.973811849,0.040995047
8017,Cheyenne,28.125,35.9375,32.8125,57.8125,46.875,12.5,34.375,29.6875,0.09898618,44,0.020237868,35.9375,84.31372549,84.31372549,0.413828689,82.8125,35.33778902,75,0.023544044,37.09677419,43.52267671,10.9375,6.117013699,64.0625,19806.03786,20.3125,42.3391309,0,0,0.099406407,6.349206349,0,0,27.89015287,55.81395349,0.487960491,76.92307692,134.1269841,98.41269841,5.678952959,17.74193548,34.31738621,50.19157088,68.75,0,0,24.25,31.25,17.84892007,4.6875,21.59507259,0.141891892,3.125,0.112299465,40.625,0.070204082,43.75,0.027027027,67.79661017,0.270944742,43.75,0.200463499,34.375,28.76349793,0,0,82.03125,98.4375,56.25,57.8125,67.1875,73.4375,89.5,1.612903226,7.595,11.29032258,17.2,48.4375,0.200463499,57.8125,0.068366165,90.625,34.334703,31.54910046,35.14768015,22.00257563,3.111270047,0.478627644
8014,Broomfield,26.5625,76.5625,9.375,82.8125,81.25,25,14.0625,17.1875,6.755186687,78,0.227701835,95.3125,0,0,0.046780267,7.8125,45.2247969,98.4375,0.6026009,75.80645161,48.21978653,54.6875,9.271153311,96.875,1288240.952,93.75,61.89015032,0.751858352,61.11111111,0,0,0.198520049,67.85714286,1400.292961,88.37209302,0.066232542,33.33333333,63.49206349,34.92063492,4758.143953,75.80645161,56.44381018,19.92337165,4.6875,1.212691836,88.23529412,23,15.625,966.2783852,90.625,27.66386879,0.26409328,32.8125,0.079124556,14.0625,0.03739017,23.4375,0.016343886,49.15254237,0.124266638,3.125,0.253996159,62.5,21.67944672,20.828,48.21428571,42.1875,29.6875,22.65625,20.3125,7.8125,3.125,81.33157895,29.03225806,8.834,33.87096774,14.5,4.6875,0.146769264,20.3125,0.047453547,56.25,19.85027308,20.7648599,51.9719949,21.4135301,1.174627011,0.009157864
8019,Clear Creek,25,62.5,14.0625,51.5625,84.375,34.375,10.9375,25,0.000110373,2,0.027323191,50,80.39215686,80.39215686,0.272520553,57.8125,33.30612567,64.0625,0.007098168,27.41935484,51.42340137,100,5.461313699,46.875,219600.3478,81.25,40.76577362,0,0,4.186265336,49.20634921,9.066478574,100,0,0,0,0,91.26984127,69.84126984,236.7912542,46.77419355,63.31912357,22.60536398,7.8125,0.067818448,32.35294118,27.75,50,736.871602,82.8125,31.98471053,0.311396818,67.1875,0.120597079,48.4375,0.033756378,20.3125,0.014600131,42.37288136,0.18647343,12.5,0.139423588,12.5,27.55435613,4.301,10.71428571,52.34375,57.8125,24.21875,25,21.875,17.1875,83.275,3.225806452,8.934,38.70967742,15.9,17.1875,0.21099649,64.0625,0.028820589,9.375,19.12974889,23.34205251,44.20884533,20.47566849,1.718539629,0.107781115
8049,Grand,23.4375,43.75,20.3125,50,70.3125,15.625,17.1875,23.4375,0,0,0.016539146,29.6875,64.70588235,64.70588235,0.080808081,15.625,31.19745665,34.375,0.024408278,38.70967742,50.58521689,92.1875,5.464989498,48.4375,44274.69509,40.625,40.5047402,0,0,8.823855152,65.07936508,0.023467959,35.71428571,0,0,0,0,67.46031746,41.26984127,5103.507428,79.03225806,52.47236227,30.651341,17.1875,0.009139393,5.882352941,31.25,60.9375,142.5091388,43.75,22.78539806,0.312920808,70.3125,0.066904777,7.8125,0.053369854,34.375,0.010740622,30.50847458,0.213980483,23.4375,0.179280081,29.6875,27.15366446,0.624,1.785714286,50.78125,53.125,28.90625,29.6875,17.96875,10.9375,80.9,33.87096774,13.706,91.93548387,16.1,21.875,0.193080641,51.5625,0.041465276,32.8125,24.80107613,25.97737029,39.06681018,20.13691854,4.130964292,0.511446011
8033,Dolores,21.875,28.125,25,15.625,1.5625,92.1875,46.875,12.5,0.02620192,28,0.010667658,12.5,76.47058824,76.47058824,0.338028169,65.625,30.37405675,21.875,0.00176822,9.677419355,47.10756712,39.0625,4.506934247,6.25,19110.87553,18.75,22.8558754,0,0,0.371601035,12.6984127,0,0,6.629049494,46.51162791,0,0,51.58730159,22.22222222,0.003009102,3.225806452,14.34445963,59.38697318,87.5,0,0,30,56.25,612.219412,76.5625,72.22965857,0.125738397,1.5625,0.080291971,15.625,0.047194546,29.6875,0,0,0.306569343,59.375,0.233576642,48.4375,18.35691954,0,0,35.15625,10.9375,35.9375,35.9375,50.78125,43.75,76.8,93.5483871,17.857,96.77419355,17.7,60.9375,0.357234865,98.4375,0.027479605,6.25,39.4249031,28.89091132,33.07146725,18.95852651,3.166376093,0.282848918
8117,Summit,20.3125,45.3125,15.625,59.375,45.3125,46.875,9.375,28.125,0.172746982,52,0.024973481,45.3125,78.43137255,78.43137255,0.019296687,3.125,32.47250275,53.125,0.065674168,58.06451613,51.03883493,96.875,5.071616895,34.375,179797.1066,76.5625,42.51893593,0,0,0.473029806,19.04761905,0.025253491,42.85714286,0,0,0,0,48.41269841,17.46031746,28488.62796,96.77419355,34.27037857,31.03448276,20.3125,0.089649776,38.23529412,32,64.0625,150.0422554,45.3125,38.74917229,0.314382979,71.875,0.062287656,3.125,0.057671518,40.625,0.031489362,72.88135593,0.205010723,18.75,0.220965918,45.3125,28.75253664,2.604,5.357142857,48.4375,40.625,17.96875,14.0625,25,20.3125,82.16666667,16.12903226,13.561,90.32258065,15.3,9.375,0.14873203,21.875,0.033144888,15.625,18.77729146,23.76491405,39.51435568,18.63292469,2.599528423,0.168271888
8107,Routt,18.75,64.0625,7.8125,65.625,48.4375,76.5625,6.25,15.625,0.011170587,22,0.025568526,48.4375,90.19607843,90.19607843,0.085266194,17.1875,30.41553324,23.4375,0.124983381,64.51612903,49.45777014,82.8125,5.67414137,51.5625,114490.3637,64.0625,44.49291909,0,0,5.033434853,52.38095238,0,0,2.273384684,37.20930233,0.026620201,23.07692308,53.96825397,23.80952381,345.7902674,51.61290323,35.35919455,47.89272031,60.9375,0.192582392,47.05882353,32.5,70.3125,133.2750695,42.1875,54.0051911,0.36209748,95.3125,0.067842441,9.375,0.03035962,15.625,0.007101858,25.42372881,0.186249442,10.9375,0.164769083,25,21.43744785,2.206,3.571428571,51.5625,56.25,14.0625,6.25,14.84375,7.8125,81.75,20.96774194,10.102,64.51612903,15.5,12.5,0.168657793,34.375,0.041212316,31.25,17.78669467,19.61207126,44.58755596,17.35109972,4.10509507,0.651459293
8111,San Juan,17.1875,4.6875,35.9375,10.9375,12.5,67.1875,32.8125,32.8125,0,0,0.006711937,4.6875,0,0,0.355281207,73.4375,31.70559577,46.875,0,0,49.28351781,76.5625,4.410572603,4.6875,6972.541105,6.25,18.18749868,0,0,0.014236201,3.174603175,0.08760052,50,0,0,0,0,66.66666667,39.68253968,51.33131596,32.25806452,21.23118839,41.76245211,34.375,0,0,32.5,70.3125,194.9262669,51.5625,49.95010485,0.28189911,43.75,0.062318841,4.6875,0.043478261,28.125,0.017804154,50.84745763,0.337681159,65.625,0.215942029,42.1875,30.54375095,0,0,42.1875,29.6875,28.90625,29.6875,55.46875,53.125,0,0,27.273,100,17.2,48.4375,0.24057971,76.5625,0.023188406,3.125,34.15852815,32.35113955,26.88907265,17.26057596,1.716640658,0.102833643
8093,Park,15.625,31.25,18.75,21.875,51.5625,48.4375,43.75,4.6875,0,0,0.011622951,14.0625,25.49019608,25.49019608,0.069164671,10.9375,31.53187339,45.3125,0.030543789,40.32258065,50.93960776,95.3125,5.028763927,32.8125,20227.43954,21.875,28.9255863,0,0,8.105062727,61.9047619,0.024191331,39.28571429,0,0,0,0,63.49206349,34.92063492,19.30176032,20.96774194,36.52986998,28.35249042,14.0625,0,0,32.5,70.3125,327.3374764,64.0625,39.86266403,0.252341311,18.75,0.113250671,43.75,0.024400564,10.9375,0.002211238,8.474576271,0.176730571,9.375,0.122236745,7.8125,13.31361874,14.935,28.57142857,60.15625,71.875,21.875,17.1875,21.875,17.1875,80.26666667,46.77419355,11.842,79.03225806,17.5,57.8125,0.219526056,70.3125,0.033983065,18.75,38.14366228,25.72864051,33.56092665,17.13328576,3.792307782,0.596270782
8079,Mineral,14.0625,10.9375,29.6875,1.5625,43.75,82.8125,54.6875,9.375,0,0,0.005947533,3.125,0,0,0.190325139,45.3125,31.47261313,43.75,0.000144913,1.612903226,49.20854795,75,4.222608219,1.5625,3016.905267,4.6875,9.178726435,0,0,0.600808759,25.3968254,0.333671095,71.42857143,0,0,0,0,92.06349206,71.42857143,0.381791644,9.677419355,33.46345131,48.65900383,65.625,0,0,35.5,89.0625,115.0649588,37.5,60.29275867,0.327751196,79.6875,0.112515803,42.1875,0.02189781,9.375,0,0,0.251889169,37.5,0.071788413,1.5625,17.91757836,11.498,21.42857143,87.5,100,17.96875,14.0625,72.65625,75,0,0,0,0,17.6,59.375,0.270780856,89.0625,0.039042821,23.4375,43.184948,30.55126318,28.02841571,16.99094748,2.045066485,0.232168541
8113,San Miguel,12.5,37.5,10.9375,4.6875,39.0625,100,18.75,14.0625,0.001406831,10,0.008833457,7.8125,29.41176471,29.41176471,0.069622182,12.5,30.17165661,14.0625,0.007061426,25.80645161,48.25772329,56.25,4.521194521,7.8125,12413.78933,10.9375,15.4479693,0,0,3.02845383,44.44444444,0,0,0.126511864,6.976744186,0,0,88.88888889,66.66666667,126.8389241,45.16129032,31.08395997,59.38697318,87.5,0,0,36,92.1875,459.4955669,71.875,83.38462554,0.32987013,81.25,0.052814282,1.5625,0.018147087,4.6875,0.037662338,79.66101695,0.295624068,53.125,0.153674833,17.1875,18.73801991,0,0,75.78125,92.1875,14.84375,10.9375,23.4375,18.75,80.4,43.5483871,10.266,66.12903226,15.8,15.625,0.164686959,32.8125,0.028334571,7.8125,26.14120629,22.4396131,36.34113102,16.18093749,3.449558284,0.342388945
8039,Elbert,10.9375,25,17.1875,53.125,25,3.125,50,1.5625,0.031560712,30,0.042211015,71.875,56.8627451,56.8627451,0.074459487,14.0625,35.22861761,73.4375,0.01083574,29.03225806,48.65975851,65.625,6.540097847,82.8125,15624.88112,15.625,40.78363526,0,0,2.161290405,41.26984127,0.002388137,14.28571429,40.61699352,58.13953488,0.011487317,15.38461538,79.36507937,52.38095238,1.588787212,12.90322581,26.62731895,42.52873563,39.0625,8.62E-05,2.941176471,22.75,14.0625,98.28862092,32.8125,15.17384849,0.256884591,21.875,0.080711199,17.1875,0.03284288,18.75,0.000525541,1.694915254,0.130538514,4.6875,0.157311865,23.4375,10.46390448,24.396,66.07142857,57.8125,65.625,35.15625,32.8125,28.125,23.4375,80.51428571,41.93548387,8.549,24.19354839,17.5,57.8125,0.175189931,39.0625,0.042521828,37.5,40.39685397,25.43037923,30.84210949,15.56276598,3.29599994,0.500510955
8051,Gunnison,9.375,54.6875,4.6875,32.8125,65.625,64.0625,15.625,7.8125,0.259335119,58,0.018249184,31.25,52.94117647,52.94117647,0.107110563,23.4375,30.26261598,18.75,0.013977197,30.64516129,48.56041781,62.5,4.69893379,20.3125,39339.40553,37.5,34.04970981,0,0,4.824510752,50.79365079,0.020166229,32.14285714,2.164082052,32.55813953,0,0,83.33333333,57.14285714,7797.152347,82.25806452,47.81220633,58.62068966,84.375,0.022775251,14.70588235,40.25,98.4375,151.5103063,46.875,48.91608403,0.30377626,62.5,0.073545036,10.9375,0.01678508,3.125,0.002448769,11.86440678,0.264223364,42.1875,0.149312493,15.625,15.98881675,16.785,33.92857143,65.625,84.375,10.9375,3.125,25.78125,21.875,80.52,40.32258065,9.502,53.22580645,15.1,7.8125,0.139910683,14.0625,0.033905277,17.1875,20.99645237,18.49263456,41.2069275,15.12024739,5.35340676,0.873849916
8091,Ouray,7.8125,42.1875,3.125,14.0625,54.6875,95.3125,7.8125,10.9375,0,0,0.008842258,9.375,0,0,0.169663573,42.1875,31.28870945,40.625,0.000449809,6.451612903,47.90723562,46.875,4.646017808,14.0625,38698.03214,35.9375,21.95091518,0,0,3.774225902,46.03174603,0.014521333,25,1.387311259,23.25581395,0,0,86.50793651,58.73015873,355.7107113,53.22580645,38.41514575,53.25670498,76.5625,0,0,38.75,95.3125,256.1252271,54.6875,73.62376325,0.266529774,37.5,0.150931929,67.1875,0.025389222,12.5,0.002464066,15.25423729,0.187994322,15.625,0.09197731,4.6875,18.10215425,0,0,63.28125,81.25,14.0625,6.25,19.53125,12.5,83.2,4.838709677,7.285,6.451612903,17.2,48.4375,0.360615883,100,0.029376013,10.9375,17.89117574,17.99666499,38.98518484,13.92135492,2.22545981,0.144347925
8027,Custer,6.25,1.5625,21.875,6.25,4.6875,70.3125,21.875,18.75,0,0,0.008684378,6.25,9.803921569,9.803921569,0.154213416,39.0625,31.21574329,35.9375,0.00698857,24.19354839,48.7101137,67.1875,4.69860274,18.75,173.0347505,1.5625,15.90558462,0,0,5.982360523,57.14285714,0,0,0.251055438,9.302325581,0,0,101.5873016,90.47619048,4.04E-08,1.612903226,16.68875834,36.7816092,25,0,0,33.75,76.5625,445.4634341,70.3125,51.24634368,0.224667584,9.375,0.141509434,59.375,0.030631106,17.1875,0,0,0.334700574,64.0625,0.128761515,9.375,22.48394705,20.96,50,60.15625,71.875,38.28125,39.0625,52.34375,46.875,82.7,6.451612903,13.402,88.70967742,16.8,35.9375,0.296622313,92.1875,0.016376663,1.5625,29.96806567,26.22600636,24.93656781,12.97653422,2.364502067,0.196859179
8053,Hinsdale,4.6875,7.8125,12.5,3.125,42.1875,81.25,26.5625,6.25,0,0,0.005535676,1.5625,0,0,0.149359886,34.375,31.38016924,42.1875,0,0,49.44303562,81.25,4.282416438,3.125,791.5796561,3.125,11.02710871,0,0,0.242054493,11.11111111,0.060393847,46.42857143,0,0,0,0,108.7301587,93.65079365,20.58162406,22.58064516,32.31823652,48.27586207,64.0625,0,0,32.75,71.875,126.5581226,39.0625,56.44783093,0.286610879,48.4375,0.17233809,79.6875,0.015247776,1.5625,0,0,0.20417124,17.1875,0.103183315,6.25,14.53104793,0,0,50.78125,53.125,35.9375,35.9375,58.59375,59.375,81.4,27.41935484,0,0,16.1,21.875,0.340285401,96.875,0.025246981,4.6875,31.51487081,23.02295937,27.70507122,12.65640296,2.846949651,0.297670983
8097,Pitkin,3.125,32.8125,6.25,28.125,3.125,79.6875,3.125,20.3125,0.052131961,32,0.014500408,21.875,0,0,0.039473684,6.25,31.27662348,39.0625,0.043495537,46.77419355,49.74335982,84.375,4.906270776,31.25,124207.6283,67.1875,33.02836582,0,0,5.705985883,55.55555556,0,0,0,0,0,0,1.587301587,1.587301587,86.27072082,38.70967742,15.05689768,42.52873563,39.0625,0.194298096,50,35.25,87.5,269.6286334,56.25,55.68204215,0.367512941,98.4375,0.08938903,21.875,0.018297652,6.25,0.027236875,69.49152542,0.156431054,6.25,0.18955267,31.25,23.81999996,4.19,8.928571429,50,43.75,3.90625,1.5625,3.90625,1.5625,82.36666667,9.677419355,11.343,74.19354839,14.8,6.25,0.202886003,59.375,0.046580087,48.4375,13.21698356,18.51849176,34.19891787,12.56631242,2.997582788,0.262895373
8035,Douglas,1.5625,56.25,1.5625,67.1875,62.5,29.6875,4.6875,3.125,3.379586002,74,0.167108889,90.625,17.64705882,17.64705882,0.014397235,1.5625,36.08417059,76.5625,1.165554722,80.64516129,49.34060167,78.125,7.429968113,87.5,931298.2049,90.625,44.66393245,0.099417213,27.77777778,35.09714346,87.3015873,0.019363474,28.57142857,1.238016269,18.60465116,0.147245619,48.71794872,94.44444444,79.36507937,8012.492213,83.87096774,45.72691369,23.37164751,9.375,0.816232934,79.41176471,22.5,10.9375,1843.18245,100,30.03955864,0.261951489,29.6875,0.075472067,12.5,0.021072505,7.8125,0.007062158,23.72881356,0.081679815,1.5625,0.206168137,39.0625,12.70149844,23.773,64.28571429,50.78125,53.125,14.84375,10.9375,10.9375,4.6875,82.22096774,14.51612903,8.922,37.09677419,14,1.5625,0.129375968,6.25,0.054640955,67.1875,15.81429392,14.25789618,41.27358431,11.67662975,2.247108162,0.228049019